asset,status,exchange,timeframe,start_date,end_date,total_bars,seed,fail_reason,sl_mult,tp1_mult,tp2_mult,tp3_mult,tenkan,kijun,tenkan_5,kijun_5,is_sharpe,is_return,is_trades,val_sharpe,val_return,val_trades,oos_sharpe,oos_return,oos_trades,oos_max_dd,oos_pf,wfe,mc_p,error
PERP,FAIL,binance,1H,2024-01-22,2025-11-12,15829,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,1.5,4.25,9.0,9.5,6,38,10,19,1.4237987254293163,11.120797309762409,303,-0.6551513432574196,-1.8048213654825895,99,-4.462665331595748,-10.650914877959316,115,-11.960591614659888,0.40272736397609754,-3.134337214868714,0.994,
GMX,FAIL,binance,1H,2024-01-22,2026-01-21,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,5.0,2.75,7.5,8.0,15,28,10,22,2.9634662120323165,10.026398160375717,231,2.5406351375356118,2.5814267140885194,73,-0.866561393404709,-1.0768576793047435,87,-3.153440330346824,0.8109837863974795,-0.29241480462516545,0.338,
ALICE,FAIL,binance,1H,2024-01-22,2026-01-21,17520,42,TRADES<50,4.25,4.25,5.0,9.5,7,23,8,28,1.829022657845551,7.628684599226321,240,-0.10603587315044918,-0.18453338878258174,87,3.6689618674276847,4.141406310170592,48,-1.0176850571070983,3.0181091271185814,2.005968516403969,0.004,
GMT,FAIL,binance,1H,2024-01-22,2026-01-21,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,4.25,2.0,3.5,10.0,5,31,9,19,1.5638350249441062,4.861758375524161,288,-0.36983801669870564,-0.4835776942280767,102,0.610008083780314,0.6944848225471478,107,-1.5426325878203362,1.1338624002606408,0.39007188996941455,0.076,
DYDX,FAIL,binance,1H,2024-01-22,2026-01-21,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,3.0,2.0,7.0,7.5,7,38,11,16,1.7902665421437323,9.305234005932284,372,1.874813969885886,2.9952520440914343,127,-1.2369927781212846,-1.8310018978800358,90,-3.4444524437918456,0.7496428008717709,-0.6909545305136872,0.314,
JOE,FAIL,binance,1H,2024-01-22,2026-01-21,17520,42,WFE<0.6; OVERFIT,4.75,5.0,7.0,8.0,6,24,11,16,3.780920733131475,15.082012011851864,219,3.006918606095045,3.603180237626691,57,2.0111270089471063,2.675138031910129,69,-1.5151148622755906,1.5764998062853766,0.5319146183954586,0.014,
GNS,FAIL,binance,1H,2024-01-22,2026-01-21,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,5.0,3.0,4.5,10.0,17,26,16,27,3.1230504917820787,9.646961466363791,258,-0.9653664220986705,-1.367547924544743,105,0.06248925604475652,0.05306731704277645,75,-1.8647323354376022,1.0114677552577331,0.02000904442921729,0.034,
BAL,FAIL,binance,1H,2024-01-22,2025-04-16,10789,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,2.75,3.75,7.5,9.0,7,23,8,28,3.2304599070835547,11.066789137473542,156,3.1396708135901714,3.532611791835727,51,-2.9696093412453224,-3.1532452973877634,51,-3.491349329094351,0.49669689904381253,-0.9192528081632416,0.512,
UMA,FAIL,binance,1H,2024-01-22,2026-01-21,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,3.0,4.75,9.5,10.0,8,37,12,30,1.56904297624976,9.335674522548242,234,0.755016848029437,1.2733197007350316,69,-0.0026814795807987247,-0.05402025449088299,88,-3.9267524243928764,0.9943091827257917,-0.0017089905256819984,0.246,
CAKE,FAIL,binance,1H,2024-01-22,2026-01-21,17520,42,WFE<0.6; OVERFIT,1.75,3.25,9.0,9.5,18,40,9,26,2.7038365422192867,23.02624111231204,297,0.05575978446535974,0.06048223416563747,105,1.3552547486323772,2.9508098317840403,93,-2.593863525076845,1.3315587606039787,0.5012339790037734,0.178,
LDO,FAIL,binance,1H,2024-01-22,2026-01-21,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,2.0,2.75,9.0,10.0,12,38,11,30,2.0466593129668524,14.81544250685376,333,2.4469961482389313,6.246208299290057,121,0.943425794374814,1.8587887198947772,96,-3.8779854867218577,1.230619000448307,0.4609588847531331,0.07,
SUSHI,FAIL,binance,1H,2024-01-22,2026-01-21,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,5.0,3.25,7.0,9.0,5,34,10,28,3.6644874992017873,11.592712302796215,228,0.6930501550546716,0.734457596512228,69,0.5727656431862697,0.72218775720998,94,-2.6704412270279643,1.126916075178106,0.15630170475708585,0.082,
COMP,FAIL,binance,1H,2024-01-22,2026-01-21,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,3.75,1.5,4.0,10.0,6,38,15,29,1.1755479876528616,3.8631155880916035,354,-1.2859273145489372,-1.4834042817224113,102,-4.250032957916088,-5.900931980579848,126,-5.900931980579848,0.34300557444953633,-3.6153632200092876,0.98,
RPL,FAIL,binance,1H,2024-01-22,2026-01-21,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,2.5,2.0,7.0,9.5,18,40,9,15,3.5184631112623905,15.566970976787253,258,-0.25347779613811117,-0.4169831826960735,117,-1.3221069692667007,-2.1886205203017206,96,-3.4241744700274968,0.7537932028046394,-0.37576263483755595,0.28,
FXS,FAIL,binance,1H,2024-01-22,2026-01-13,17317,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,3.75,1.75,3.0,7.5,8,27,10,30,2.7619324034816715,9.138608950005068,327,1.0367557677249852,1.1833066559880256,99,-1.201344680966128,-1.6082449011433297,105,-3.293539984198468,0.7772846363334582,-0.4349652726662397,0.282,
SPELL,FAIL,binance,1H,2024-01-22,2026-01-21,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,3.25,2.5,6.5,9.0,13,38,14,19,4.2871069511214674,17.824082417576914,285,-1.0387655476302806,-1.5480102192702128,105,-3.1366415763694526,-4.3726440488425,81,-4.874880175904184,0.4449783404989955,-0.7316452825019764,0.842,
PENDLE,FAIL,binance,1H,2024-01-22,2026-01-21,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,3.0,2.0,3.0,3.5,6,21,16,18,0.4923506768541491,2.1081917752285184,351,-0.49221168339744925,-0.8956339784376044,153,-0.8368145286393738,-1.3227532218889948,120,-2.8797540276435774,0.8504787537569265,-1.6996311124951828,0.336,
CVX,FAIL,binance,1H,2024-01-22,2026-01-21,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,2.5,5.0,8.5,10.0,8,24,10,26,2.142952924515008,14.67372723794158,267,-1.1620268074390072,-2.124214119940282,78,-0.9174177045927107,-1.6118491565938475,66,-2.612152511793242,0.7805313839027868,-0.4281091264757205,0.554,
ENA,FAIL,binance,1H,2024-04-02,2026-01-21,15822,42,OOS_SHARPE<1.0,5.0,2.75,5.5,10.0,19,38,14,18,1.29983460983634,3.330580544134687,180,0.012526739550177975,-0.0011112193586626518,75,0.7939650848117437,0.6141238018750883,51,-1.0287901413225886,1.2398502335421884,0.610820083419467,0.004,
ETHFI,FAIL,binance,1H,2024-03-18,2026-01-21,16178,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,4.75,2.75,7.0,9.0,20,25,16,25,1.9849981580481744,6.0324366131977,216,-2.506200233322735,-3.016138912406674,81,-1.0478831806593867,-0.9671304828374527,63,-2.1812506159576084,0.732191969427898,-0.5279013365381447,0.546,
LQTY,FAIL,binance,1H,2024-01-22,2026-01-21,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,5.0,1.5,3.0,10.0,20,27,13,15,3.5657768644466006,7.772767414698412,291,0.1913263289095751,0.16744460132831485,87,-1.355536631395852,-1.4787681842047262,107,-2.3381257372979913,0.7142835607013746,-0.38015183869510794,0.474,
ORDI,FAIL,binance,1H,2024-01-22,2026-01-21,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,5.0,3.25,4.0,9.5,9,29,10,18,3.6387718345994027,11.591491700621193,252,0.6848802761701083,0.8716955116040204,96,0.41416581896346444,0.44545669239766106,72,-1.3532270083188247,1.0971460575164755,0.11382022225888216,0.21,
STX,FAIL,binance,1H,2024-01-22,2026-01-21,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,3.5,3.0,4.5,7.5,9,21,8,29,4.426801211327623,16.944690680308085,270,1.6310501158444706,2.4256449216612186,115,-1.4141897764733027,-2.3730604851485815,108,-3.696882884631414,0.7601640287325915,-0.3194608723008773,0.516,
RUNE,FAIL,binance,1H,2024-01-22,2026-01-21,17520,42,WFE<0.6; OVERFIT,1.5,4.5,8.0,9.5,5,37,16,27,3.705755004452841,34.47882248351426,287,1.4350811363009306,4.008217029377725,117,1.5572695667178424,5.267591930955251,114,-3.6513083456459317,1.3663139595231255,0.42023003810198595,0.014,
OSMO,FAIL,binance,1H,2024-01-22,2026-01-21,17520,42,WFE<0.6; OVERFIT,2.75,3.25,6.5,8.5,6,37,9,15,3.3415118798392944,17.3961779778131,264,0.3208067037180607,0.565557660555216,114,1.079153473681592,1.580579759852574,72,-1.5939966044977383,1.2503858745652026,0.3229536546593072,0.004,
CELO,SUCCESS,binance,1H,2024-01-22,2026-01-21,17520,42,,3.0,2.25,9.0,10.0,9,31,10,21,2.318316975129085,12.503167754097477,327,0.23765374317772442,0.38039562855733955,121,2.915328065101695,4.152640624247628,97,-1.3184191557969238,1.867508948426267,1.2575191815344269,0.002,
KAVA,FAIL,binance,1H,2024-01-22,2026-01-21,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,1.75,1.75,6.0,7.0,9,29,9,29,2.7002641859324976,14.648075011482042,339,-0.3165773993081034,-0.6830432291820232,135,0.36610093564896196,0.7379358916461465,105,-2.741237846049427,1.0734639181172434,0.13557967311355287,0.038,
ZK,FAIL,binance,1H,2024-06-17,2026-01-21,13996,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,1.75,3.75,8.5,9.5,6,35,13,29,2.396489970069412,14.60546241948295,237,-2.6866680423090665,-5.260804629734716,99,-0.7932511631033051,-1.4895707796959479,85,-4.693602784089745,0.8424166214161284,-0.3310054175108146,0.688,
MANTA,FAIL,binance,1H,2024-01-22,2026-01-21,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,3.75,1.75,4.0,6.0,12,28,9,15,1.9842269813392441,6.098181682768944,291,-0.09959736310553241,-0.1516604047485659,120,0.9153142583468807,1.0746467146411032,105,-1.93621607701997,1.207456929283934,0.4612951375800232,0.136,
TIA,FAIL,binance,1H,2024-01-22,2026-01-21,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,5.0,3.75,9.0,9.5,7,30,9,25,2.8552393037827937,10.009006132167197,201,-0.34662291362132175,-0.5023847179952634,78,0.7645751336753256,0.8801425942914998,69,-1.3759690850170814,1.2126087851144447,0.2677797033202682,0.032,
WLD,FAIL,binance,1H,2024-01-22,2026-01-21,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,1.75,2.75,5.5,6.5,9,22,14,22,3.1046482302143397,19.36134654315367,288,2.757423001682738,5.477605927534457,102,0.8756947829294726,1.6564616542492194,93,-3.5433690450186406,1.1934647538385226,0.282059260178734,0.164,
COMBO,FAIL,binance,1H,2024-01-22,2025-03-28,10333,42,OOS_SHARPE<1.0; WFE<0.6; TRADES<50; OVERFIT,3.5,4.75,9.0,9.5,13,24,8,28,3.306846688693281,10.697563505834085,141,-0.14528240660460548,-0.15569092537940366,42,0.7037804827275004,0.674341240605103,36,-1.7229914766807242,1.1875150432283519,0.2128252528712189,0.0,
ARKM,SUCCESS,binance,1H,2024-01-22,2026-01-21,17520,42,,1.75,4.0,7.5,9.0,19,31,8,26,1.8887939500423538,13.943404860087183,318,1.8907341534461262,4.921626356969733,105,2.17731727052421,5.587245384640727,99,-3.467383829507409,1.5298575211836232,1.1527553180035262,0.006,
CYBER,FAIL,binance,1H,2024-01-22,2026-01-21,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,1.5,1.75,7.5,9.5,11,38,8,28,2.527793455993422,17.015648274869566,345,2.5231548483057433,5.322570885057232,131,-1.8388275956887556,-4.034352861852875,108,-4.31883032959095,0.6629815602936495,-0.7274437677369874,0.64,
HOOK,FAIL,binance,1H,2024-01-22,2026-01-21,17520,42,TRADES<50,3.25,5.0,6.0,7.5,7,30,10,28,3.5556653037910846,17.45743070432535,222,2.8413205252908047,5.5027093971303565,102,5.388785476113998,7.801845759610404,42,-0.5147782611038876,8.479115667729028,1.5155491351698438,0.0,
HNT,FAIL,binance,1H,,,0,42,ERROR: No data found for HNT in data,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,1.0,No data found for HNT in data
MOBILE,FAIL,binance,1H,,,0,42,ERROR: No data found for MOBILE in data,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,1.0,No data found for MOBILE in data
IOT,FAIL,binance,1H,,,0,42,ERROR: No data found for IOT in data,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,1.0,No data found for IOT in data
ACH,FAIL,binance,1H,2024-01-22,2026-01-21,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,4.75,2.5,5.5,9.0,5,36,9,25,2.2710799697417987,7.699044321200632,285,-2.071537449824133,-2.819651153784708,99,-2.0640279264172783,-2.6072265134767236,87,-3.3218169795167007,0.6108912306246359,-0.9088310204470429,0.816,
EDU,FAIL,binance,1H,2024-01-22,2026-01-21,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,4.0,3.25,5.5,8.0,7,23,8,28,3.6110386375340315,13.028197680326858,231,-2.062454626539691,-3.3775850098022087,114,-0.26776429719231426,-0.42164052777839967,99,-2.5812069794878933,0.9450600880633946,-0.07415160126205954,0.772,
OP,SUCCESS,binance,1H,2024-01-22,2026-01-21,17520,42,,4.5,2.25,3.0,9.0,12,36,9,23,1.496792654887895,4.404309706185527,258,2.574563714185225,2.4402102116643842,87,2.4848003731816535,2.6066523834207045,90,-1.2697756716612885,1.7202509320205792,1.6600832219929333,0.018,
ID,FAIL,binance,1H,2024-01-22,2026-01-21,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,4.75,2.5,6.5,8.0,7,23,8,28,3.801594624678684,11.372529183194647,231,1.0231508669521745,1.2462689594350485,114,-0.6275754939048199,-0.9205409774395101,114,-2.7376018384650314,0.8733855215771603,-0.1650821710002453,0.234,
NFP,FAIL,binance,1H,2024-01-22,2026-01-21,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,2.0,3.5,7.0,7.5,7,24,14,19,1.4109914044716856,9.501661228846615,330,0.6073314519316387,1.462932354061408,135,-0.35007154963633974,-0.7670798463912609,97,-3.944720626453113,0.9274256077155971,-0.24810324749456306,0.188,
AIOZ,FAIL,binance,1H,,,0,42,ERROR: No data found for AIOZ in data,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,1.0,No data found for AIOZ in data
PORTAL,FAIL,binance,1H,2024-02-29,2026-01-21,16612,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,3.5,1.75,5.5,9.0,8,24,11,25,2.5920182495291466,7.828234328695283,264,0.8720180168550763,1.0284225315923212,90,0.39954727795580425,0.41820664861169643,96,-1.247705395085641,1.099509626133519,0.15414524107937283,0.242,
GROK,FAIL,binance,1H,,,0,42,ERROR: No data found for GROK in data,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,1.0,No data found for GROK in data
JUP,FAIL,binance,1H,2024-01-31,2026-01-21,17302,42,WFE<0.6; OVERFIT,5.0,2.25,6.5,9.0,19,35,11,24,4.425385499732751,10.935097031594099,231,-0.28075092150041586,-0.33207341598534557,99,1.037618658443959,1.03188423129692,84,-1.2763157760671717,1.2820792871260174,0.23446966563853497,0.026,
OP,SUCCESS,binance,1H,2024-01-22,2026-01-21,17520,42,,4.5,2.25,3.0,9.0,12,36,9,23,1.496792654887895,4.404309706185527,258,2.574563714185225,2.4402102116643842,87,2.4848003731816535,2.6066523834207045,90,-1.2697756716612885,1.7202509320205792,1.6600832219929333,0.018,
PYTH,FAIL,binance,1H,2024-02-02,2026-01-21,17258,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,3.25,2.75,5.0,7.0,13,22,13,16,1.9505712666730586,9.064025583440749,330,1.2457897892901855,1.9240580691404219,118,0.3604000952458201,0.507150565510095,99,-3.078238420438273,1.069710612102276,0.18476643299505136,0.07,
AR,SUCCESS,binance,1H,2024-01-22,2026-01-21,17520,42,,1.5,4.0,5.5,8.0,8,31,9,22,2.6491971025403793,21.02061951337193,324,2.97353782430354,9.001611921926877,138,2.79980821075675,7.620260200562812,96,-2.57004661344179,1.7506006607858304,1.0568516053682626,0.014,
MYRO,FAIL,binance,1H,,,0,42,ERROR: No data found for MYRO in data,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,1.0,No data found for MYRO in data
STORJ,FAIL,binance,1H,2024-01-22,2026-01-21,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,4.75,1.75,3.0,6.0,9,31,11,19,2.3560838023908435,5.903972414126901,285,-1.1373481367342304,-1.3062902830675904,120,0.23071290262360547,0.2121589789938927,81,-1.2768762852521598,1.0580221328551422,0.09792219716017267,0.236,
COQ,FAIL,binance,1H,,,0,42,ERROR: No data found for COQ in data,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,1.0,No data found for COQ in data
SLERF,FAIL,binance,1H,,,0,42,ERROR: No data found for SLERF in data,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,1.0,No data found for SLERF in data
BRETT,FAIL,binance,1H,,,0,42,ERROR: No data found for BRETT in data,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,1.0,No data found for BRETT in data
ANKR,SUCCESS,binance,1H,2024-01-22,2026-01-21,17520,42,,5.0,2.25,8.0,8.5,6,26,16,26,3.474950176028204,10.089257110861505,237,0.19654740449155628,0.2280113655847238,93,3.6460271859221565,3.164775686835908,66,-0.5227967429780156,2.918998945678722,1.0492315000871437,0.0,
GLM,FAIL,binance,1H,2024-01-22,2026-01-21,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,3.25,1.5,5.5,9.0,10,26,12,17,2.1446239750786558,7.298301778582261,282,-0.24569309993571664,-0.38091961513291306,132,-3.360543671313711,-5.5405738511654645,135,-6.438792338876665,0.4973829960101855,-1.566961719333787,0.99,
SUPER,FAIL,binance,1H,2024-01-22,2026-01-21,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,3.0,4.0,5.0,8.0,7,23,8,28,2.3240679821464973,12.364691189847576,300,0.3947348839225898,0.6293420459265064,90,0.1336712604480143,0.2038103290613158,90,-3.0058645085512925,1.0232986017857817,0.057516071592947214,0.206,
MODE,FAIL,binance,1H,,,0,42,ERROR: No data found for MODE in data,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,1.0,No data found for MODE in data
TURBO,FAIL,binance,1H,2024-09-16,2026-01-21,11812,42,OOS_SHARPE<1.0; WFE<0.6; TRADES<50; OVERFIT,1.75,2.5,7.5,10.0,6,28,14,21,3.2780718491460257,15.740215127785406,261,2.550436239176716,3.640317316853947,58,-1.7217556521859094,-1.7496022117245102,42,-3.4366416008407508,0.6275714381767905,-0.5252342631338133,0.696,
BLAST,FAIL,binance,1H,,,0,42,ERROR: No data found for BLAST in data,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,1.0,No data found for BLAST in data
ZETA,FAIL,binance,1H,,,0,42,ERROR: No data found for ZETA in data,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,1.0,No data found for ZETA in data
SCROLL,FAIL,binance,1H,,,0,42,ERROR: No data found for SCROLL in data,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,1.0,No data found for SCROLL in data
FLOKI,FAIL,binance,1H,2024-01-22,2026-01-21,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,2.75,3.25,4.0,9.0,17,23,16,30,3.1519554248883166,15.003641733372142,258,-0.4470259401381308,-0.8935456239753115,123,-1.5478800562024917,-2.8728889016620074,102,-4.709575301620406,0.7370175368695114,-0.4910856428933597,0.55,
ZRO,FAIL,binance,1H,2024-06-20,2026-01-21,13921,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,4.0,4.0,7.5,9.0,10,39,14,24,2.4892452448388878,8.601279369691884,213,-2.4615540242669125,-2.663014167851707,52,-0.9061958007093714,-1.089729655338545,66,-3.074925476312551,0.8234555192545266,-0.36404440365538326,0.686,
MEME,FAIL,binance,1H,2024-01-22,2026-01-21,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,4.75,3.5,6.0,7.0,17,29,10,29,-0.4639230453241262,-1.687442982189391,207,0.4262515352790075,0.4662944705660532,69,0.46583492429719875,0.5091911393723336,66,-1.328681607277471,1.1238709631019483,0,0.122,
BOME,FAIL,binance,1H,2024-03-16,2026-01-21,16226,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,3.25,4.75,7.5,10.0,12,39,8,30,2.528679474906217,11.804986313345234,228,2.2688741614586854,3.2545446869314487,66,-0.05144928474442064,-0.12293493665989086,81,-2.7746334774912285,0.9851580540083676,-0.020346305356209207,0.106,
W,SUCCESS,binance,1H,2024-04-03,2026-01-21,15794,42,,5.0,2.25,6.0,8.5,8,23,8,30,1.9251225868396562,4.847764658454334,192,-1.6250542740085054,-1.6491099263113207,78,1.8954094778262762,1.8092673708626883,87,-2.16292135026136,1.5005080450509174,0.9845656015796075,0.018,
TON,FAIL,binance,1H,2024-08-08,2026-01-21,12748,42,WFE<0.6; OVERFIT,2.75,1.5,9.0,9.5,20,35,9,15,2.2086999187295526,7.333958323568601,207,-5.577556488620435,-7.329567962360528,93,1.311304192346269,1.0092513173852513,72,-1.0595318567094614,1.4361657614201595,0.5936995701528042,0.04,
STRK,SUCCESS,binance,1H,2024-02-20,2026-01-21,16825,42,,2.0,3.0,5.5,7.5,19,20,10,29,1.7037903398655079,9.595318981838275,297,-0.05402987908903575,-0.16532848661700017,129,1.0422903723544352,2.0424470542162565,109,-2.4936200321040825,1.195112640952221,0.6117480231967453,0.254,
METIS,SUCCESS,binance,1H,2024-03-11,2026-01-21,16346,42,,1.5,4.75,7.5,10.0,16,20,8,17,3.3364680677257317,32.039399703307495,339,0.42883489487743043,0.9592817927562169,90,2.8469607081074817,7.925717819390665,90,-2.603195905547273,1.7866485747108605,0.8532857651618655,0.0,
NOT,FAIL,binance,1H,2024-05-16,2026-01-21,14762,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,2.5,1.75,6.5,8.5,9,27,9,29,3.0676240679370363,11.773237291841854,279,0.7601480987320227,1.1000035006158315,120,-3.1410235905089516,-5.07016580119074,111,-6.629775305787311,0.5413355785526941,-1.0239271569613404,0.688,
DOGS,FAIL,binance,1H,2024-08-26,2026-01-21,12314,42,WFE<0.6; OVERFIT,2.0,1.75,3.5,7.0,16,20,12,21,3.194767125311183,10.48305145439028,249,-0.6552265385760919,-0.8538284205533042,102,1.5818968273062373,1.6459695265147678,66,-2.358100166731625,1.393572622659852,0.49515246816374897,0.058,
CATI,FAIL,binance,1H,2024-09-20,2026-01-21,11715,42,OOS_SHARPE<1.0; WFE<0.6; TRADES<50; OVERFIT,4.0,4.5,6.0,9.5,9,21,9,24,3.0321911224690647,8.293370144412759,141,-3.4775565323049924,-3.7044477253794006,54,-1.8576237927024783,-1.4111003899459518,30,-2.6175889901544624,0.5548379261485259,-0.6126341373857216,0.806,
HMSTR,FAIL,binance,1H,2024-09-26,2026-01-21,11570,42,TRADES<50,5.0,2.75,6.0,9.0,17,21,8,26,2.3497036526105983,3.709759300182003,111,-1.9413182862454281,-1.571074521110316,53,2.654111599106786,1.9096372250882343,42,-0.8722920973990522,2.2281718023615302,1.1295516335253513,0.022,
EIGEN,FAIL,binance,1H,2024-10-01,2026-01-21,11457,42,TRADES<50,5.0,2.0,3.5,7.0,20,31,12,30,1.5622951470179396,2.6359924545798608,165,1.5041789137380528,0.9895946186754268,66,4.56899031289789,1.5613501221853898,36,-0.4968203746529509,3.933289424392324,2.9245372243644465,0.0,
BANANA,FAIL,binance,1H,2024-07-20,2026-01-21,13205,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,2.0,4.0,7.5,8.5,6,39,10,25,3.2992326735641093,15.775842308274646,171,1.3455386598648815,2.422893258124037,66,-2.7137751043559786,-4.482017081434842,70,-6.742935854500343,0.545811102815748,-0.8225473535409462,0.646,
LISTA,FAIL,binance,1H,2024-06-20,2026-01-21,13924,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,3.25,2.5,3.0,9.0,18,36,16,18,2.106336707850108,6.972450446710421,237,-4.013289814774796,-5.957898163159026,108,-1.5191648494108805,-1.669932599101065,72,-4.031724303888007,0.7090365531182328,-0.7212355193493536,0.58,
ONDO,FAIL,binance,1H,2025-04-11,2026-01-21,6840,42,TRADES<50,2.25,3.5,8.5,9.5,20,31,12,30,3.1602678761075342,6.909317299485385,90,-0.4279473421782301,-0.2983254123828716,31,5.163314684814922,3.572592802361152,27,-0.6832404264730085,3.210722084882329,1.6338218427149656,0.002,
AEVO,SUCCESS,binance,1H,2024-03-13,2026-01-21,16300,42,,4.5,2.5,5.5,9.5,9,31,11,19,1.8781223471013013,5.741456332028849,237,0.15699172531653585,0.1657860389684851,96,1.719505437727277,1.74225519631368,78,-1.144888380343001,1.5567200091967646,0.9155449539169618,0.05,
